# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1419201	1419545	-	ABX29329.1			hypothetical membrane protein			USA300HOU_1317	345	114	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1419750	1421564	+							USA300HOU_1318	1815		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1419750	1421564	+	ABX29330.1			M3 family oligoendopeptidase F			USA300HOU_1318	1815	604	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1421704	1422345	-							USA300HOU_1319	642		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1421704	1422345	-	ABX29331.1			possible PnaS family phosphate:sodium (Na+) symporter			USA300HOU_1319	642	213	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1422352	1423203	-					pstB		USA300HOU_1320	852		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1422352	1423203	-	ABX29332.1			phosphate ABC superfamily ATP binding cassette transporter, ABC protein	pstB		USA300HOU_1320	852	283	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1423250	1424167	-					pstA		USA300HOU_1321	918		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1423250	1424167	-	ABX29333.1			phosphate ABC superfamily ATP binding cassette transporter, membrane protein	pstA		USA300HOU_1321	918	305	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1424169	1425095	-					pstC		USA300HOU_1322	927		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1424169	1425095	-	ABX29334.1			phosphate ABC superfamily ATP binding cassette transporter, membrane protein	pstC		USA300HOU_1322	927	308	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1425155	1425262	-							USA300HOU_1323	108		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1425155	1425262	-	ABX29335.1			hypothetical protein			USA300HOU_1323	108	35	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1425286	1426269	-					pstS		USA300HOU_1324	984		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1425286	1426269	-	ABX29336.1			phosphate ABC superfamily ATP binding cassette transporter, binding protein	pstS		USA300HOU_1324	984	327	
gene	pseudogene	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1426809	1427105	+							USA300HOU_1325	297		pseudo
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1427241	1428143	-							USA300HOU_1326	903		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1427241	1428143	-	ABX29337.1			hypothetical protein			USA300HOU_1326	903	300	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1428290	1429891	+							USA300HOU_1327	1602		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1428290	1429891	+	ABX29338.1			ABC superfamily ATP binding cassette transporter binding protein			USA300HOU_1327	1602	533	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1430751	1431956	+					lysC2		USA300HOU_1328	1206		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1430751	1431956	+	ABX29339.1			aspartate kinase	lysC2		USA300HOU_1328	1206	401	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1432020	1433009	+					asd		USA300HOU_1329	990		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1432020	1433009	+	ABX29340.1			aspartate-semialdehyde dehydrogenase	asd		USA300HOU_1329	990	329	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1433011	1433898	+					dapA		USA300HOU_1330	888		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1433011	1433898	+	ABX29341.1			dihydrodipicolinate synthase	dapA		USA300HOU_1330	888	295	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1433895	1434617	+					dapB		USA300HOU_1331	723		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1433895	1434617	+	ABX29342.1			dihydrodipicolinate reductase	dapB		USA300HOU_1331	723	240	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1434644	1435363	+					dapD		USA300HOU_1332	720		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1434644	1435363	+	ABX29343.1			2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD		USA300HOU_1332	720	239	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1435506	1436657	+							USA300HOU_1333	1152		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1435506	1436657	+	ABX29344.1			M20D subfamily hippurate hydrolase			USA300HOU_1333	1152	383	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1436662	1437747	+					alr1		USA300HOU_1334	1086		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1436662	1437747	+	ABX29345.1			alanine racemase	alr1		USA300HOU_1334	1086	361	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1437737	1439002	+					lysA2		USA300HOU_1335	1266		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1437737	1439002	+	ABX29346.1			diaminopimelate decarboxylase	lysA2		USA300HOU_1335	1266	421	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1439242	1439643	-							USA300HOU_1336	402		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1439242	1439643	-	ABX29347.1			hypothetical membrane protein			USA300HOU_1336	402	133	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1439840	1440040	-					cspA		USA300HOU_1337	201		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1439840	1440040	-	ABX29348.1			cold shock protein CspA	cspA		USA300HOU_1337	201	66	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1440976	1441599	+					xpaC		USA300HOU_1338	624		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1440976	1441599	+	ABX29349.1			5-bromo-4-chloroindolyl phosphate hydrolysis protein XpaC	xpaC		USA300HOU_1338	624	207	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1441631	1442767	+					telA		USA300HOU_1339	1137		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1441631	1442767	+	ABX29350.1			tellurite resistance protein	telA		USA300HOU_1339	1137	378	
gene	pseudogene	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1442823	1443017	-							USA300HOU_1340	195		pseudo
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1443035	1443427	-							USA300HOU_1341	393		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1443035	1443427	-	ABX29351.1			IS1272 transposase			USA300HOU_1341	393	130	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1443780	1445123	-					brnQ2		USA300HOU_1342	1344		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1443780	1445123	-	ABX29352.1			LIVCS family branched chain amino acid:cation symporter	brnQ2		USA300HOU_1342	1344	447	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1445348	1447234	-							USA300HOU_1343	1887		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1445348	1447234	-	ABX29353.1			hypothetical protein			USA300HOU_1343	1887	628	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1447248	1448039	-							USA300HOU_1344	792		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1447248	1448039	-	ABX29354.1			nitric-oxide reductase			USA300HOU_1344	792	263	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1448220	1448423	-							USA300HOU_1345	204		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1448220	1448423	-	ABX29355.1			hypothetical protein			USA300HOU_1345	204	67	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1448452	1449261	-							USA300HOU_1346	810		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1448452	1449261	-	ABX29356.1			hypothetical protein			USA300HOU_1346	810	269	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1449841	1451109	-					odhB		USA300HOU_1347	1269		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1449841	1451109	-	ABX29357.1			dihydrolipoyllysine-residue succinyltransferase	odhB		USA300HOU_1347	1269	422	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1451123	1453921	-					sucA		USA300HOU_1348	2799		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1451123	1453921	-	ABX29358.1			oxoglutarate dehydrogenase (succinyl-transferring) E1	sucA		USA300HOU_1348	2799	932	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1454205	1455560	-							USA300HOU_1349	1356		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1454205	1455560	-	ABX29359.1			sensor histidine kinase			USA300HOU_1349	1356	451	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1455557	1456216	-					arlR		USA300HOU_1350	660		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1455557	1456216	-	ABX29360.1			response regulator	arlR		USA300HOU_1350	660	219	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1456478	1456609	-							USA300HOU_1351	132		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1456478	1456609	-	ABX29361.1			hypothetical protein			USA300HOU_1351	132	43	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1456686	1456886	-							USA300HOU_1352	201		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1456686	1456886	-	ABX29362.1			hypothetical protein			USA300HOU_1352	201	66	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1457130	1457615	+							USA300HOU_1353	486		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1457130	1457615	+	ABX29363.1			IS200 transposase			USA300HOU_1353	486	161	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1457746	1458360	-							USA300HOU_1354	615		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1457746	1458360	-	ABX29364.1			phosphatase			USA300HOU_1354	615	204	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1458377	1459447	-					murG		USA300HOU_1355	1071		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1458377	1459447	-	ABX29365.1			UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	murG		USA300HOU_1355	1071	356	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1459459	1459968	-							USA300HOU_1356	510		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1459459	1459968	-	ABX29366.1			possible acetyltransferase			USA300HOU_1356	510	169	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1460368	1461858	-					ctpA		USA300HOU_1357	1491		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1460368	1461858	-	ABX29367.1			S41A family carboxy-terminal peptidase	ctpA		USA300HOU_1357	1491	496	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1462050	1462271	-							USA300HOU_1358	222		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1462050	1462271	-	ABX29368.1			hypothetical protein			USA300HOU_1358	222	73	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1462271	1462771	-							USA300HOU_1359	501		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1462271	1462771	-	ABX29369.1			PTS family glucose/glucoside (glc) porter component IIA			USA300HOU_1359	501	166	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1462783	1463211	-					msrB		USA300HOU_1360	429		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1462783	1463211	-	ABX29370.1			peptide-methionine-(S)-S-oxide reductase	msrB		USA300HOU_1360	429	142	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1463204	1463737	-					msrA2		USA300HOU_1361	534		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1463204	1463737	-	ABX29371.1			peptide-methionine-(S)-S-oxide reductase	msrA2		USA300HOU_1361	534	177	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1463823	1464662	-							USA300HOU_1362	840		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1463823	1464662	-	ABX29372.1			hypothetical protein			USA300HOU_1362	840	279	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1464677	1465156	-					dfrB		USA300HOU_1363	480		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1464677	1465156	-	ABX29373.1			dihydrofolate reductase	dfrB		USA300HOU_1363	480	159	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1465356	1466312	-					thyA		USA300HOU_1364	957		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1465356	1466312	-	ABX29374.1			thymidylate synthase	thyA		USA300HOU_1364	957	318	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1466736	1467173	-							USA300HOU_1365	438		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1466736	1467173	-	ABX29375.1			hypothetical protein			USA300HOU_1365	438	145	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1467189	1468313	-							USA300HOU_1366	1125		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1467189	1468313	-	ABX29376.1			hypothetical protein			USA300HOU_1366	1125	374	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1468351	1468602	-							USA300HOU_1367	252		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1468351	1468602	-	ABX29377.1			hypothetical protein			USA300HOU_1367	252	83	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1468614	1468835	-							USA300HOU_1368	222		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1468614	1468835	-	ABX29378.1			hypothetical protein			USA300HOU_1368	222	73	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1469053	1469757	+							USA300HOU_1369	705		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1469053	1469757	+	ABX29379.1			hypothetical protein			USA300HOU_1369	705	234	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1469822	1469953	-							USA300HOU_1370	132		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1469822	1469953	-	ABX29380.1			hypothetical protein			USA300HOU_1370	132	43	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1470298	1470699	+							USA300HOU_1371	402		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1470298	1470699	+	ABX29381.1			possible ribonuclease H			USA300HOU_1371	402	133	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1470758	1502023	-					ebh		USA300HOU_1372	31266		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1470758	1502023	-	ABX29382.1			extracellular matrix binding protein	ebh		USA300HOU_1372	31266	10421	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1502421	1503812	-							USA300HOU_1373	1392		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1502421	1503812	-	ABX29383.1			MFS family major facilitator transporter			USA300HOU_1373	1392	463	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1503969	1505291	-							USA300HOU_1374	1323		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1503969	1505291	-	ABX29384.1			APC family amino acid-polyamine-organocation transporter			USA300HOU_1374	1323	440	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1505322	1506362	-					ilvA1		USA300HOU_1375	1041		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1505322	1506362	-	ABX29385.1			threonine ammonia-lyase	ilvA1		USA300HOU_1375	1041	346	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1506457	1507575	-					ald1		USA300HOU_1376	1119		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1506457	1507575	-	ABX29386.1			alanine dehydrogenase	ald1		USA300HOU_1376	1119	372	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1508050	1508928	-							USA300HOU_1377	879		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1508050	1508928	-	ABX29387.1			5'-3' exonuclease			USA300HOU_1377	879	292	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1508948	1512388	-							USA300HOU_1378	3441		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1508948	1512388	-	ABX29388.1			hypothetical protein			USA300HOU_1378	3441	1146	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1512692	1514032	+							USA300HOU_1379	1341		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1512692	1514032	+	ABX29389.1			hypothetical membrane protein			USA300HOU_1379	1341	446	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1514238	1514570	-							USA300HOU_1380	333		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1514238	1514570	-	ABX29390.1			hypothetical protein			USA300HOU_1380	333	110	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1514654	1515799	-							USA300HOU_1381	1146		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1514654	1515799	-	ABX29391.1			site-specific DNA-methyltransferase (adenine-specific)			USA300HOU_1381	1146	381	
gene	RNase_P_RNA	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1515994	1516390	-							USA300HOU_nc0007	397		
ncRNA	RNase_P_RNA	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1515994	1516390	-				ribonuclease P			USA300HOU_nc0007	397		
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1516233	1516349	-							USA300HOU_1382	117		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1516233	1516349	-	ABX29392.1			hypothetical protein			USA300HOU_1382	117	38	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	1516450	1516794	-							USA300HOU_1383	345		
